System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Abdîshô‘ de Nisibe
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Joseph d’Alqosh
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Shallita
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Babaï
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Emmanuel bar Shahharé
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Abdîshô‘
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean le Petit
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Hnanisho’, catholicos
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Attayé bar Atéli
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Isho‘dnah de Basra
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Bar Sahdé
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Isaac d’Antioche
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Israël d’Alqosh
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Michel le Grand
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: David le Phénicien
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Berikhishô‘
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Job Metkarkana
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: éphrem
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Serge bar Wahlé
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Syméon bar ‘Amrayé de Tagrit
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Élie Mellous
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Hippolyte de Rome
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Grégoire Barhebraeus
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Timothée de Karkar
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Ishaï
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Euthalius
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Abd al-Ahad de Ba‘shiqah (trad. de l’arabe en 1898)
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Cyrille de Scythopolis
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Sophrone de Jérusalem
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Eusèbe de Césarée, HMP
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Côme le Diacre ?
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Thomaïs
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean d’Éphèse, LES
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Éphrem ?
